"","id","date","island","site","species","species_code","phase","length_cm","weight_g","follow_sec","g_sec","g_frac","clean_frac","bites","br","fr","tdb","for_dur","for_bites","int_tot","int_scar","int_con","int_hetscar","int_dam","tot_bm","tot_bm_se","tot_den","tot_den_se","tot_l","tot_l_se","herb_bm","herb_bm_se","herb_den","herb_den_se","herb_l","herb_l_se","acan_bm","acan_bm_se","acan_den","acan_den_se","acan_l","acan_l_se","scar_bm","scar_bm_se","scar_den","scar_den_se","scar_l","scar_l_se","vir_bm","vir_bm_se","vir_den","vir_den_se","vir_l","vir_l_se","vet_bm","vet_bm_se","vet_den","vet_den_se","vet_l","vet_l_se","aur_bm","aur_bm_se","aur_den","aur_den_se","aur_l","aur_l_se","juv_bm","juv_bm_se","juv_den","juv_den_se","juv_l","juv_l_se","init_bm","init_bm_se","init_den","init_den_se","init_l","init_l_se","term_bm","term_bm_se","term_den","term_den_se","term_l","term_l_se","carn_bm","carn_bm_se","carn_den","carn_den_se","carn_l","carn_l_se","carn30_bm","carn30_bm_se","carn30_den","carn30_den_se","carn30_l","carn30_l_se","cca_cover","cca_cover_se","lc_cover","lc_cover_se","ma_cover","ma_cover_se","ma_canopy","ma_canopy_se","ta_cover","ta_cover_se","ta_canopy","ta_canopy_se","rugosity","rugosity_se","ma_ind","ta_ind","spear_daily","spear_binary","diving","consp_bm","consp_bm_se","consp_den","consp_den_se","consp_l","consp_l_se"
"174","Front Porch_REB_3/12/17_8:05_8","3/12/17","Bonaire","Front Porch","Scarus vetula","qup","i",20,120.7813761,120,15,0.125,0,10,0.666666666666667,5,3150,7.5,5,1,0,0,0,1,10867.7265104417,2291.89424450388,146.666666666667,56.1939020680147,15.2257537999666,1.87656220794801,4855.0283130125,450.619106268617,19.7916666666667,3.06894163805338,23.003204812429,1.22657725657159,187.2787667375,95.3667513510504,1.45833333333333,0.625,18.2222222222222,0.968644209675705,4667.749546275,424.591151119977,18.3333333333333,2.65710089857069,23.2579966329966,1.12729937902766,3262.71035914167,141.143534385755,13.125,1.33398421613184,22.9880421865716,0.635935131380045,824.2219149375,307.816990348097,1.25,0.416666666666667,31.1666666666667,4.09267638593623,196.38873385625,77.1308138725735,1.45833333333333,0.524294058004913,19.8888888888889,0.484322104837853,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,3906.14898052708,1935.11545725917,28.75,14.2339090437823,18.5877416756176,1.01524308611032,1115.11073366667,512.580028993007,1.45833333333333,0.711593803191639,34.6666666666667,1.96497102042527,6.7,1.2,44.9,3.99,0.88,0.36,5.75,3.25,32.1,2.43,1.63,0.24,1.9,0.1,5.06,52.323,0,"No","High",824.2219149375,307.816990348097,1.25,0.416666666666667,31.1666666666667,4.09267638593623
"175","Front Porch_REB_3/12/17_8:05_9","3/12/17","Bonaire","Front Porch","Scarus vetula","qup","t",39,913.7025684,120,68,0.566666667,0,47,0.691176470588235,23.5,14805,22.6666666666667,15.6666666666667,2,0,0,0,2,10867.7265104417,2291.89424450388,146.666666666667,56.1939020680147,15.2257537999666,1.87656220794801,4855.0283130125,450.619106268617,19.7916666666667,3.06894163805338,23.003204812429,1.22657725657159,187.2787667375,95.3667513510504,1.45833333333333,0.625,18.2222222222222,0.968644209675705,4667.749546275,424.591151119977,18.3333333333333,2.65710089857069,23.2579966329966,1.12729937902766,3262.71035914167,141.143534385755,13.125,1.33398421613184,22.9880421865716,0.635935131380045,824.2219149375,307.816990348097,1.25,0.416666666666667,31.1666666666667,4.09267638593623,196.38873385625,77.1308138725735,1.45833333333333,0.524294058004913,19.8888888888889,0.484322104837853,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,3906.14898052708,1935.11545725917,28.75,14.2339090437823,18.5877416756176,1.01524308611032,1115.11073366667,512.580028993007,1.45833333333333,0.711593803191639,34.6666666666667,1.96497102042527,6.7,1.2,44.9,3.99,0.88,0.36,5.75,3.25,32.1,2.43,1.63,0.24,1.9,0.1,5.06,52.323,0,"No","High",824.2219149375,307.816990348097,1.25,0.416666666666667,31.1666666666667,4.09267638593623
"176","Karpata_MWW_3/13/17_11:40_1","3/13/17","Bonaire","Karpata","Scarus vetula","qup","t",27,299.8549978,120,63,0.525,0.141666667,49,0.777777777777778,24.5,15435,15.75,12.25,1,1,1,0,0,3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2083.43906758857,206.538081961175,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914
"177","Karpata_MWW_3/13/17_11:40_10","3/13/17","Bonaire","Karpata","Sparisoma viride","stop","t",30,426.9015196,120,9,0.075,0,5,0.555555555555556,2.5,1575,4.5,2.5,1,0,0,0,0,3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2083.43906758857,206.538081961175,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698
"178","Karpata_MWW_3/13/17_11:40_11","3/13/17","Bonaire","Karpata","Sparisoma viride","stop","i",18,90.34570307,120,77,0.641666666,0,27,0.350649350649351,13.5,8505,19.25,6.75,1,0,0,0,1,3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2083.43906758857,206.538081961175,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698
"179","Karpata_MWW_3/13/17_11:40_12","3/13/17","Bonaire","Karpata","Scarus vetula","qup","i",24,209.8549167,120,64,0.533333332,0,75,1.171875,37.5,23625,16,18.75,0,0,0,0,0,3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2083.43906758857,206.538081961175,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914
"180","Karpata_MWW_3/13/17_11:40_13","3/13/17","Bonaire","Karpata","Sparisoma viride","stop","t",36,743.085332,120,12,0.099999999,0,7,0.583333333333333,3.5,2205,4,2.33333333333333,1,1,1,0,0,3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2083.43906758857,206.538081961175,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698
"181","Karpata_MWW_3/13/17_11:40_14","3/13/17","Bonaire","Karpata","Sparisoma viride","stop","t",37,807.6297858,120,39,0.324999999,0,14,0.358974358974359,7,4410,9.75,3.5,0,0,0,0,0,3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2083.43906758857,206.538081961175,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698
"182","Karpata_MWW_3/13/17_11:40_15","3/13/17","Bonaire","Karpata","Scarus vetula","qup","i",21,140.0243449,120,77,0.641666666,0,93,1.20779220779221,46.5,29295,19.25,23.25,1,0,0,0,1,3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2083.43906758857,206.538081961175,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914
"183","Karpata_MWW_3/13/17_11:40_16","3/13/17","Bonaire","Karpata","Scarus vetula","qup","i",22,161.2203313,120,59,0.491666667,0,67,1.13559322033898,33.5,21105,19.6666666666667,22.3333333333333,1,0,0,0,1,3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2083.43906758857,206.538081961175,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914
"184","Karpata_MWW_3/13/17_11:40_17","3/13/17","Bonaire","Karpata","Sparisoma viride","stop","t",39,947.7973536,120,71,0.591666666,0,17,0.23943661971831,8.5,5355,17.75,4.25,1,0,0,0,1,3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2083.43906758857,206.538081961175,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698
"185","Karpata_MWW_3/13/17_11:40_18","3/13/17","Bonaire","Karpata","Scarus vetula","qup","i",25,237.4856172,120,65,0.541666666,0,64,0.984615384615385,32,20160,13,12.8,2,2,1,1,0,3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2083.43906758857,206.538081961175,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914
"186","Karpata_MWW_3/13/17_11:40_19","3/13/17","Bonaire","Karpata","Sparisoma viride","stop","i",26,276.3109298,120,60,0.500000001,0,16,0.266666666666667,8,5040,20,5.33333333333333,3,1,1,0,2,3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2083.43906758857,206.538081961175,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698
"187","Karpata_MWW_3/13/17_11:40_2","3/13/17","Bonaire","Karpata","Scarus vetula","qup","i",27,299.8549978,120,82,0.683333333,0.075,72,0.878048780487805,36,22680,20.5,18,2,1,1,0,1,3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2083.43906758857,206.538081961175,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914
"188","Karpata_MWW_3/13/17_11:40_20","3/13/17","Bonaire","Karpata","Sparisoma viride","stop","i",23,190.3407201,120,86,0.716666666,0,33,0.383720930232558,16.5,10395,21.5,8.25,2,0,0,0,2,3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2083.43906758857,206.538081961175,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698
"189","Karpata_MWW_3/13/17_11:40_21","3/13/17","Bonaire","Karpata","Scarus vetula","qup","i",26,267.4535278,120,55,0.458333333,0,44,0.8,22,13860,9.16666666666667,7.33333333333333,4,2,1,0,2,3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2083.43906758857,206.538081961175,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914
"190","Karpata_MWW_3/13/17_11:40_22","3/13/17","Bonaire","Karpata","Sparisoma viride","stop","i",27,309.9023928,120,64,0.533333333,0,25,0.390625,12.5,7875,16,6.25,0,0,0,0,0,3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2083.43906758857,206.538081961175,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698
