Date,Site,Surveyor,Transect,Meter,Point,Raw Code,Code,Category,Height,Notes
8/6/17,Pillars,JGM,2,1,3,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,1,4,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,1,5,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,2,1,6,TA,TA,turf algae,6,
8/6/17,Pillars,JGM,2,1,7,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,2,1,8,MA,MA,macroalgae,14,
8/6/17,Pillars,JGM,2,1,9,MA,MA,macroalgae,2,
8/6/17,Pillars,JGM,2,1,10,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,2,1,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,2,2,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,2,2,3,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,2,4,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,2,5,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,2,6,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,2,7,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,2,8,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,2,9,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,2,2,10,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,3,1,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,3,2,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,3,3,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,3,4,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,3,5,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,3,6,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,3,7,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,3,8,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,3,9,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,3,10,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,4,1,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,4,2,TA,TA,turf algae,1,
8/6/17,Pillars,JGM,2,4,3,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,4,4,MA,MA,macroalgae,28,
8/6/17,Pillars,JGM,2,4,5,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,2,4,6,TA,TA,turf algae,5,
8/6/17,Pillars,JGM,2,4,7,LC,LC,coral,,
8/6/17,Pillars,JGM,2,4,8,CYAN,CY,cyanobacteria,,
8/6/17,Pillars,JGM,2,4,9,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,2,4,10,MA,MA,macroalgae,9,
8/6/17,Pillars,JGM,2,5,1,AINV,AINV,aggressive invert,,
8/6/17,Pillars,JGM,2,5,2,AINV,AINV,aggressive invert,,
8/6/17,Pillars,JGM,2,5,3,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,2,5,4,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,2,5,5,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,2,5,6,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,2,5,7,MA,MA,macroalgae,10,
8/6/17,Pillars,JGM,2,5,8,MA,MA,macroalgae,5,
8/6/17,Pillars,JGM,2,5,9,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,2,5,10,TA,TA,turf algae,1,
8/6/17,Pillars,JGM,2,6,1,TA,TA,turf algae,1,
8/6/17,Pillars,JGM,2,6,2,TA,TA,turf algae,1,
8/6/17,Pillars,JGM,2,6,3,MA,MA,macroalgae,12,
8/6/17,Pillars,JGM,2,6,4,MA,MA,macroalgae,15,
8/6/17,Pillars,JGM,2,6,5,AINV,AINV,aggressive invert,,
8/6/17,Pillars,JGM,2,6,6,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,2,6,7,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,6,8,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,6,9,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,6,10,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,7,1,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,7,2,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,7,3,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,7,4,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,2,7,5,TA,TA,turf algae,7,
8/6/17,Pillars,JGM,2,7,6,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,2,7,7,MA,MA,macroalgae,15,
8/6/17,Pillars,JGM,2,7,8,MA,MA,macroalgae,18,
8/6/17,Pillars,JGM,2,7,9,CYAN,CY,cyanobacteria,,
8/6/17,Pillars,JGM,2,7,10,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,2,8,1,TA,TA,turf algae,6,
8/6/17,Pillars,JGM,2,8,2,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,8,3,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,8,4,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,8,5,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,8,6,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,2,8,7,MA,MA,macroalgae,22,
8/6/17,Pillars,JGM,2,8,8,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,2,8,9,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,2,8,10,TA,TA,turf algae,5,
8/6/17,Pillars,JGM,2,9,1,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,2,9,2,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,2,9,3,MA,MA,macroalgae,9,
8/6/17,Pillars,JGM,2,9,4,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,2,9,5,TA,TA,turf algae,6,
8/6/17,Pillars,JGM,2,9,6,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,2,9,7,SAND,sand,sand,,
8/6/17,Pillars,JGM,2,9,8,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,2,9,9,CYAN,CY,cyanobacteria,,
8/6/17,Pillars,JGM,2,9,10,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,2,10,1,MA,MA,macroalgae,16,
8/6/17,Pillars,JGM,2,10,2,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,2,10,3,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,2,10,4,CYAN,CY,cyanobacteria,,
8/6/17,Pillars,JGM,2,10,5,MA,MA,macroalgae,29,
8/6/17,Pillars,JGM,2,10,6,MA,MA,macroalgae,9,
8/6/17,Pillars,JGM,2,10,7,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,2,10,8,CYAN,CY,cyanobacteria,,
8/6/17,Pillars,JGM,2,10,9,AINV,AINV,aggressive invert,,
8/6/17,Pillars,JGM,2,10,10,AINV,AINV,aggressive invert,,
8/6/17,Pillars,JGM,3,1,1,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,1,2,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,1,3,CYAN,CY,cyanobacteria,,
8/6/17,Pillars,JGM,3,1,4,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,3,1,5,TA,TA,turf algae,7,
8/6/17,Pillars,JGM,3,1,6,CYAN,CY,cyanobacteria,,
8/6/17,Pillars,JGM,3,1,7,MA,MA,macroalgae,9,
8/6/17,Pillars,JGM,3,1,8,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,3,1,9,TA,TA,turf algae,1,
8/6/17,Pillars,JGM,3,1,10,MA,MA,macroalgae,14,
8/6/17,Pillars,JGM,3,2,1,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,2,2,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,3,2,3,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,2,4,MA,MA,macroalgae,34,
8/6/17,Pillars,JGM,3,2,5,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,2,6,MA,MA,macroalgae,9,
8/6/17,Pillars,JGM,3,2,7,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,3,2,8,MA,MA,macroalgae,45,
8/6/17,Pillars,JGM,3,2,9,TA,TA,turf algae,1,
8/6/17,Pillars,JGM,3,2,10,MA,MA,macroalgae,14,
8/6/17,Pillars,JGM,3,3,1,MA,MA,macroalgae,12,
8/6/17,Pillars,JGM,3,3,2,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,3,3,TA,TA,turf algae,6,
8/6/17,Pillars,JGM,3,3,4,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,3,3,5,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,3,3,6,TA,TA,turf algae,10,
8/6/17,Pillars,JGM,3,3,7,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,3,8,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,3,3,9,MA,MA,macroalgae,12,
8/6/17,Pillars,JGM,3,3,10,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,4,1,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,3,4,2,MA,MA,macroalgae,9,
8/6/17,Pillars,JGM,3,4,3,MA,MA,macroalgae,16,
8/6/17,Pillars,JGM,3,4,4,TA,TA,turf algae,6,
8/6/17,Pillars,JGM,3,4,5,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,3,4,6,LC,LC,coral,,
8/6/17,Pillars,JGM,3,4,7,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,3,4,8,MA,MA,macroalgae,17,
8/6/17,Pillars,JGM,3,4,9,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,3,4,10,MA,MA,macroalgae,42,
8/6/17,Pillars,JGM,3,5,1,CYAN,CY,cyanobacteria,,
8/6/17,Pillars,JGM,3,5,2,MA,MA,macroalgae,9,
8/6/17,Pillars,JGM,3,5,3,TA,TA,turf algae,1,
8/6/17,Pillars,JGM,3,5,4,MA,MA,macroalgae,18,
8/6/17,Pillars,JGM,3,5,5,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,3,5,6,MA,MA,macroalgae,11,
8/6/17,Pillars,JGM,3,5,7,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,5,8,MA,MA,macroalgae,77,
8/6/17,Pillars,JGM,3,5,9,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,3,5,10,MA,MA,macroalgae,12,
8/6/17,Pillars,JGM,3,6,1,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,6,2,MA,MA,macroalgae,9,
8/6/17,Pillars,JGM,3,6,3,MA,MA,macroalgae,3,
8/6/17,Pillars,JGM,3,6,4,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,6,5,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,3,6,6,TA,TA,turf algae,6,
8/6/17,Pillars,JGM,3,6,7,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,3,6,8,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,3,6,9,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,3,6,10,AINV,AINV,aggressive invert,,SPONGE
8/6/17,Pillars,JGM,3,7,1,LC,LC,coral,,
8/6/17,Pillars,JGM,3,7,2,MA,MA,macroalgae,19,
8/6/17,Pillars,JGM,3,7,3,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,3,7,4,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,7,5,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,7,6,LC,LC,coral,,
8/6/17,Pillars,JGM,3,7,7,TA,TA,turf algae,6,
8/6/17,Pillars,JGM,3,7,8,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,3,7,9,MA,MA,macroalgae,3,
8/6/17,Pillars,JGM,3,7,10,MA,MA,macroalgae,2,
8/6/17,Pillars,JGM,3,8,1,MA,MA,macroalgae,9,
8/6/17,Pillars,JGM,3,8,2,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,8,3,MA,MA,macroalgae,32,
8/6/17,Pillars,JGM,3,8,4,MA,MA,macroalgae,20,
8/6/17,Pillars,JGM,3,8,5,MA,MA,macroalgae,23,
8/6/17,Pillars,JGM,3,8,6,MA,MA,macroalgae,32,
8/6/17,Pillars,JGM,3,8,7,SAND,sand,sand,,
8/6/17,Pillars,JGM,3,8,8,SAND,sand,sand,,
8/6/17,Pillars,JGM,3,8,9,MA,MA,macroalgae,18,
8/6/17,Pillars,JGM,3,8,10,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,3,9,1,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,9,2,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,9,3,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,3,9,4,TA,TA,turf algae,1,
8/6/17,Pillars,JGM,3,9,5,MA,MA,macroalgae,12,
8/6/17,Pillars,JGM,3,9,6,MA,MA,macroalgae,17,
8/6/17,Pillars,JGM,3,9,7,TA,TA,turf algae,7,
8/6/17,Pillars,JGM,3,9,8,MA,MA,macroalgae,20,
8/6/17,Pillars,JGM,3,9,9,MA,MA,macroalgae,9,
8/6/17,Pillars,JGM,3,9,10,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,3,10,1,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,10,2,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,3,10,3,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,10,4,MA,MA,macroalgae,13,
8/6/17,Pillars,JGM,3,10,5,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,10,6,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,10,7,MA,MA,macroalgae,27,
8/6/17,Pillars,JGM,3,10,8,MA,MA,macroalgae,29,
8/6/17,Pillars,JGM,3,10,9,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,3,10,10,SAND,sand,sand,,
8/6/17,Pillars,JGM,4,1,1,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,1,2,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,4,1,3,TA,TA,turf algae,1,
8/6/17,Pillars,JGM,4,1,4,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,4,1,5,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,4,1,6,LC,LC,coral,,
8/6/17,Pillars,JGM,4,1,7,LC,LC,coral,,
8/6/17,Pillars,JGM,4,1,8,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,1,9,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,4,1,10,CYAN,CY,cyanobacteria,,
8/6/17,Pillars,JGM,4,2,1,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,2,2,MA,MA,macroalgae,9,
8/6/17,Pillars,JGM,4,2,3,LC,LC,coral,,
8/6/17,Pillars,JGM,4,2,4,LC,LC,coral,,
8/6/17,Pillars,JGM,4,2,5,LC,LC,coral,,
8/6/17,Pillars,JGM,4,2,6,LC,LC,coral,,
8/6/17,Pillars,JGM,4,2,7,CYAN,CY,cyanobacteria,,
8/6/17,Pillars,JGM,4,2,8,CYAN,CY,cyanobacteria,,
8/6/17,Pillars,JGM,4,2,9,MA,MA,macroalgae,9,
8/6/17,Pillars,JGM,4,2,10,MA,MA,macroalgae,9,
8/6/17,Pillars,JGM,4,3,1,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,4,3,2,MA,MA,macroalgae,20,
8/6/17,Pillars,JGM,4,3,3,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,4,3,4,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,4,3,5,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,4,3,6,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,3,7,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,3,8,MA,MA,macroalgae,29,
8/6/17,Pillars,JGM,4,3,9,TA,TA,turf algae,1,
8/6/17,Pillars,JGM,4,3,10,MA,MA,macroalgae,16,
8/6/17,Pillars,JGM,4,4,1,TA,TA,turf algae,6,
8/6/17,Pillars,JGM,4,4,2,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,4,4,3,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,4,4,4,CYAN,CY,cyanobacteria,,
8/6/17,Pillars,JGM,4,4,5,MA,MA,macroalgae,9,
8/6/17,Pillars,JGM,4,4,6,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,4,4,7,MA,MA,macroalgae,9,
8/6/17,Pillars,JGM,4,4,8,TA,TA,turf algae,4,
8/6/17,Pillars,JGM,4,4,9,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,4,10,MA,MA,macroalgae,20,
8/6/17,Pillars,JGM,4,5,1,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,5,2,MA,MA,macroalgae,14,
8/6/17,Pillars,JGM,4,5,3,AINV,AINV,aggressive invert,,
8/6/17,Pillars,JGM,4,5,4,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,5,5,MA,MA,macroalgae,16,
8/6/17,Pillars,JGM,4,5,6,LC,LC,coral,,
8/6/17,Pillars,JGM,4,5,7,LC,LC,coral,,
8/6/17,Pillars,JGM,4,5,8,MA,MA,macroalgae,7,
8/6/17,Pillars,JGM,4,5,9,TA,TA,turf algae,8,
8/6/17,Pillars,JGM,4,5,10,MA,MA,macroalgae,22,
8/6/17,Pillars,JGM,4,6,1,MA,MA,macroalgae,5,
8/6/17,Pillars,JGM,4,6,2,AINV,AINV,aggressive invert,,
8/6/17,Pillars,JGM,4,6,3,LC,LC,coral,,
8/6/17,Pillars,JGM,4,6,4,MA,MA,macroalgae,9,
8/6/17,Pillars,JGM,4,6,5,MA,MA,macroalgae,18,
8/6/17,Pillars,JGM,4,6,6,MA,MA,macroalgae,17,
8/6/17,Pillars,JGM,4,6,7,MA,MA,macroalgae,12,
8/6/17,Pillars,JGM,4,6,8,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,4,6,9,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,6,10,SAND,sand,sand,,
8/6/17,Pillars,JGM,4,7,1,SAND,sand,sand,,
8/6/17,Pillars,JGM,4,7,2,SAND,sand,sand,,
8/6/17,Pillars,JGM,4,7,3,SAND,sand,sand,,
8/6/17,Pillars,JGM,4,7,4,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,7,5,SAND,sand,sand,,
8/6/17,Pillars,JGM,4,7,6,SAND,sand,sand,,
8/6/17,Pillars,JGM,4,7,7,SAND,sand,sand,,
8/6/17,Pillars,JGM,4,7,8,SAND,sand,sand,,
8/6/17,Pillars,JGM,4,7,9,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,4,7,10,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,4,8,1,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,4,8,2,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,8,3,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,8,4,MA,MA,macroalgae,9,
8/6/17,Pillars,JGM,4,8,5,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,8,6,LC,LC,coral,,
8/6/17,Pillars,JGM,4,8,7,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,8,8,SAND,sand,sand,,
8/6/17,Pillars,JGM,4,8,9,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,8,10,LC,LC,coral,,
8/6/17,Pillars,JGM,4,9,1,TA,TA,turf algae,1,
8/6/17,Pillars,JGM,4,9,2,MA,MA,macroalgae,18,
8/6/17,Pillars,JGM,4,9,3,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,9,4,MA,MA,macroalgae,6,
8/6/17,Pillars,JGM,4,9,5,MA,MA,macroalgae,14,
8/6/17,Pillars,JGM,4,9,6,MA,MA,macroalgae,18,
8/6/17,Pillars,JGM,4,9,7,OINV,OINV,non-aggressive invert,,
8/6/17,Pillars,JGM,4,9,8,MA,MA,macroalgae,18,
8/6/17,Pillars,JGM,4,9,9,MA,MA,macroalgae,11,
8/6/17,Pillars,JGM,4,9,10,TA,TA,turf algae,3,
8/6/17,Pillars,JGM,4,10,1,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,10,2,MA,MA,macroalgae,17,
8/6/17,Pillars,JGM,4,10,3,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,10,4,TA,TA,turf algae,2,
8/6/17,Pillars,JGM,4,10,5,TA,TA,turf algae,1,
8/6/17,Pillars,JGM,4,10,6,MA,MA,macroalgae,14,
