"","site","island","species","species_code","phase","n","length_mean","length_se","g_frac_mean","g_frac_median","g_frac_se","br_mean","br_median","br_se","fr_mean","fr_median","fr_se","for_dur_mean","for_dur_median","for_dur_se","for_bites_mean","for_bites_median","for_bites_se","int_tot_mean","int_tot_median","int_tot_se","int_scar_mean","int_scar_median","int_scar_se","int_con_mean","int_con_median","int_con_se","int_hetscar_mean","int_hetscar_median","int_hetscar_se","int_dam_mean","int_dam_median","int_dam_se","tot_bm","tot_bm_se","tot_den","tot_den_se","tot_l","tot_l_se","herb_bm","herb_bm_se","herb_den","herb_den_se","herb_l","herb_l_se","acan_bm","acan_bm_se","acan_den","acan_den_se","acan_l","acan_l_se","scar_bm","scar_bm_se","scar_den","scar_den_se","scar_l","scar_l_se","vir_bm","vir_bm_se","vir_den","vir_den_se","vir_l","vir_l_se","vet_bm","vet_bm_se","vet_den","vet_den_se","vet_l","vet_l_se","aur_bm","aur_bm_se","aur_den","aur_den_se","aur_l","aur_l_se","juv_bm","juv_bm_se","juv_den","juv_den_se","juv_l","juv_l_se","init_bm","init_bm_se","init_den","init_den_se","init_l","init_l_se","term_bm","term_bm_se","term_den","term_den_se","term_l","term_l_se","carn_bm","carn_bm_se","carn_den","carn_den_se","carn_l","carn_l_se","carn30_bm","carn30_bm_se","carn30_den","carn30_den_se","carn30_l","carn30_l_se","cca_cover","cca_cover_se","lc_cover","lc_cover_se","ma_cover","ma_cover_se","ma_canopy","ma_canopy_se","ta_cover","ta_cover_se","ta_canopy","ta_canopy_se","rugosity","rugosity_se","ma_ind","ta_ind","spear_daily","spear_binary","diving","consp_bm","consp_bm_se","consp_den","consp_den_se","consp_l","consp_l_se"
"11","Karpata","Bonaire","Sparisoma viride","stop","i",20,24.6,0.982478069930692,0.53291666645,0.5499999995,0.0464550142635261,0.323756147944062,0.311740890688259,0.0156016319617746,10.2,10.25,0.873137114691978,20.6133333333333,17.25,2.88615028200064,6.32083333333333,5.70833333333333,0.740703469761658,1.55,1.5,0.294466511365536,0.15,0,0.0819178021909125,0.15,0,0.0819178021909125,0,0,0,1.3,1,0.241704473751685,3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2083.43906758857,206.538081961175,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698
"12","Karpata","Bonaire","Sparisoma viride","stop","t",5,26.4,1.12249721603218,0.15,0.083333333,0.0834582397303519,0.33141186299081,0.315789473684211,0.0976802194419164,3.2,2.5,1.52151240547029,9.4375,9.5,2.42276529335111,3.375,3.25,0.460977222864644,0.8,1,0.374165738677394,0.2,0,0.2,0.2,0,0.2,0,0,0,0.4,0,0.244948974278318,3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2083.43906758857,206.538081961175,26.6666666666667,2.5588315785958,13.0639626383469,0.543215043423179,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High",510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698
"13","Mermaid Gardens","Antigua","Scarus vetula","qup","i",13,24.6153846153846,1.19044519542632,0.235256410230769,0.216666666,0.0399446938576535,0.897890013664901,0.884615384615385,0.0584664883628895,12.7307692307692,11.5,2.33741542052889,6.71794871794872,5.33333333333333,1.14449391261822,6.01025641025641,5,1.09674073357671,0.384615384615385,0,0.310880914179029,0.230769230769231,0,0.230769230769231,0.230769230769231,0,0.230769230769231,0,0,0,0.0769230769230769,0,0.0769230769230769,6238.10703939533,924.27132498525,201.833333333333,31.6034456630567,8.33039518750726,1.27315438952447,3601.91464942383,651.530140813953,36,2.39211668240122,15.2920401069519,0.954730670230137,1771.14945921,244.034116397937,21.6666666666667,2.87469805177672,15.245308025308,0.359955438133172,1830.76519021383,481.163155832029,14.3333333333333,2.34816713393423,16.2445670995671,1.79601413744975,554.502668702333,276.693483124522,4,1.09924216318941,14.4111111111111,3.86251373404406,590.686538833333,160.508157261566,2.5,0.697216688778396,22.7208333333333,0.896582374187505,147.0481393685,33.9552332402239,3.66666666666667,0.726483157256779,10.4180952380952,0.935309375617455,6.05344558716667,5.04521210750055,3.66666666666667,1.43372087784044,3.41818181818182,0.524286212919862,1452.79427727667,399.282339828988,8.66666666666667,1.67912013996749,19.7342063492063,1.23617009464614,371.91746735,109.229843804461,2,0.623609564462324,20.7266666666667,2.89908797919468,614.978202672,125.634975470939,6.16666666666667,1.07367489389376,17.349494949495,0.694076854043151,0,0,0,0,NA,NA,1.8,0.8,10.8222222222222,2.72813416997455,15.4944444444444,4.02638290022934,13.5396428571429,1.11005511114234,60.8277777777778,4.70392205675747,3.44853968253968,0.233380904137365,1.3552,0.077945750365238,209.789244047619,209.767005467372,1,"Yes","Med",590.686538833333,160.508157261566,2.5,0.697216688778396,22.7208333333333,0.896582374187505
"14","Mermaid Gardens","Antigua","Sparisoma aurofrenatum","rbp","i",14,20.9285714285714,0.854620831767546,0.2172619045,0.1874999995,0.0487516967318901,0.624581373818203,0.5,0.0632918928440743,6.35714285714286,6,0.873021423003782,6.11003401360544,4.41666666666667,1.90321707989563,2.88197278911565,2.33333333333333,0.521431600881844,1.07142857142857,1,0.286400275382904,0.285714285714286,0,0.163363392827676,0.285714285714286,0,0.163363392827676,0,0,0,0.285714285714286,0,0.125294002758147,6238.10703939533,924.27132498525,201.833333333333,31.6034456630567,8.33039518750726,1.27315438952447,3601.91464942383,651.530140813953,36,2.39211668240122,15.2920401069519,0.954730670230137,1771.14945921,244.034116397937,21.6666666666667,2.87469805177672,15.245308025308,0.359955438133172,1830.76519021383,481.163155832029,14.3333333333333,2.34816713393423,16.2445670995671,1.79601413744975,554.502668702333,276.693483124522,4,1.09924216318941,14.4111111111111,3.86251373404406,590.686538833333,160.508157261566,2.5,0.697216688778396,22.7208333333333,0.896582374187505,147.0481393685,33.9552332402239,3.66666666666667,0.726483157256779,10.4180952380952,0.935309375617455,6.05344558716667,5.04521210750055,3.66666666666667,1.43372087784044,3.41818181818182,0.524286212919862,1452.79427727667,399.282339828988,8.66666666666667,1.67912013996749,19.7342063492063,1.23617009464614,371.91746735,109.229843804461,2,0.623609564462324,20.7266666666667,2.89908797919468,614.978202672,125.634975470939,6.16666666666667,1.07367489389376,17.349494949495,0.694076854043151,0,0,0,0,NA,NA,1.8,0.8,10.8222222222222,2.72813416997455,15.4944444444444,4.02638290022934,13.5396428571429,1.11005511114234,60.8277777777778,4.70392205675747,3.44853968253968,0.233380904137365,1.3552,0.077945750365238,209.789244047619,209.767005467372,1,"Yes","Med",147.0481393685,33.9552332402239,3.66666666666667,0.726483157256779,10.4180952380952,0.935309375617455
"15","Mermaid Gardens","Antigua","Sparisoma aurofrenatum","rbp","t",3,21.6666666666667,0.333333333333333,0.327777777333333,0.333333333,0.0337931252687895,0.512409420289855,0.543478260869565,0.0897612022093911,10.3333333333333,12.5,2.42097317438899,12.4,9.2,3.81575680566778,6.91666666666667,5,3.11024293442025,0.666666666666667,0,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,6238.10703939533,924.27132498525,201.833333333333,31.6034456630567,8.33039518750726,1.27315438952447,3601.91464942383,651.530140813953,36,2.39211668240122,15.2920401069519,0.954730670230137,1771.14945921,244.034116397937,21.6666666666667,2.87469805177672,15.245308025308,0.359955438133172,1830.76519021383,481.163155832029,14.3333333333333,2.34816713393423,16.2445670995671,1.79601413744975,554.502668702333,276.693483124522,4,1.09924216318941,14.4111111111111,3.86251373404406,590.686538833333,160.508157261566,2.5,0.697216688778396,22.7208333333333,0.896582374187505,147.0481393685,33.9552332402239,3.66666666666667,0.726483157256779,10.4180952380952,0.935309375617455,6.05344558716667,5.04521210750055,3.66666666666667,1.43372087784044,3.41818181818182,0.524286212919862,1452.79427727667,399.282339828988,8.66666666666667,1.67912013996749,19.7342063492063,1.23617009464614,371.91746735,109.229843804461,2,0.623609564462324,20.7266666666667,2.89908797919468,614.978202672,125.634975470939,6.16666666666667,1.07367489389376,17.349494949495,0.694076854043151,0,0,0,0,NA,NA,1.8,0.8,10.8222222222222,2.72813416997455,15.4944444444444,4.02638290022934,13.5396428571429,1.11005511114234,60.8277777777778,4.70392205675747,3.44853968253968,0.233380904137365,1.3552,0.077945750365238,209.789244047619,209.767005467372,1,"Yes","Med",147.0481393685,33.9552332402239,3.66666666666667,0.726483157256779,10.4180952380952,0.935309375617455
"16","Mermaid Gardens","Antigua","Sparisoma viride","stop","i",12,26.9166666666667,0.690392217613593,0.10694444425,0.070833333,0.0378537374467234,0.428871674525138,0.523185483870968,0.103284604395477,3.25,3,0.915977702520728,6.9375,5.16666666666667,1.66719981551934,3.875,3.125,0.99236503353774,0.166666666666667,0,0.112366643743874,0,0,0,0,0,0,0,0,0,0,0,0,6238.10703939533,924.27132498525,201.833333333333,31.6034456630567,8.33039518750726,1.27315438952447,3601.91464942383,651.530140813953,36,2.39211668240122,15.2920401069519,0.954730670230137,1771.14945921,244.034116397937,21.6666666666667,2.87469805177672,15.245308025308,0.359955438133172,1830.76519021383,481.163155832029,14.3333333333333,2.34816713393423,16.2445670995671,1.79601413744975,554.502668702333,276.693483124522,4,1.09924216318941,14.4111111111111,3.86251373404406,590.686538833333,160.508157261566,2.5,0.697216688778396,22.7208333333333,0.896582374187505,147.0481393685,33.9552332402239,3.66666666666667,0.726483157256779,10.4180952380952,0.935309375617455,6.05344558716667,5.04521210750055,3.66666666666667,1.43372087784044,3.41818181818182,0.524286212919862,1452.79427727667,399.282339828988,8.66666666666667,1.67912013996749,19.7342063492063,1.23617009464614,371.91746735,109.229843804461,2,0.623609564462324,20.7266666666667,2.89908797919468,614.978202672,125.634975470939,6.16666666666667,1.07367489389376,17.349494949495,0.694076854043151,0,0,0,0,NA,NA,1.8,0.8,10.8222222222222,2.72813416997455,15.4944444444444,4.02638290022934,13.5396428571429,1.11005511114234,60.8277777777778,4.70392205675747,3.44853968253968,0.233380904137365,1.3552,0.077945750365238,209.789244047619,209.767005467372,1,"Yes","Med",554.502668702333,276.693483124522,4,1.09924216318941,14.4111111111111,3.86251373404406
"17","Mermaid Gardens","Antigua","Sparisoma viride","stop","t",1,27,NA,0.808333333,0.808333333,NA,0.288659793814433,0.288659793814433,NA,14,14,NA,32.3333333333333,32.3333333333333,NA,9.33333333333333,9.33333333333333,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,6238.10703939533,924.27132498525,201.833333333333,31.6034456630567,8.33039518750726,1.27315438952447,3601.91464942383,651.530140813953,36,2.39211668240122,15.2920401069519,0.954730670230137,1771.14945921,244.034116397937,21.6666666666667,2.87469805177672,15.245308025308,0.359955438133172,1830.76519021383,481.163155832029,14.3333333333333,2.34816713393423,16.2445670995671,1.79601413744975,554.502668702333,276.693483124522,4,1.09924216318941,14.4111111111111,3.86251373404406,590.686538833333,160.508157261566,2.5,0.697216688778396,22.7208333333333,0.896582374187505,147.0481393685,33.9552332402239,3.66666666666667,0.726483157256779,10.4180952380952,0.935309375617455,6.05344558716667,5.04521210750055,3.66666666666667,1.43372087784044,3.41818181818182,0.524286212919862,1452.79427727667,399.282339828988,8.66666666666667,1.67912013996749,19.7342063492063,1.23617009464614,371.91746735,109.229843804461,2,0.623609564462324,20.7266666666667,2.89908797919468,614.978202672,125.634975470939,6.16666666666667,1.07367489389376,17.349494949495,0.694076854043151,0,0,0,0,NA,NA,1.8,0.8,10.8222222222222,2.72813416997455,15.4944444444444,4.02638290022934,13.5396428571429,1.11005511114234,60.8277777777778,4.70392205675747,3.44853968253968,0.233380904137365,1.3552,0.077945750365238,209.789244047619,209.767005467372,1,"Yes","Med",554.502668702333,276.693483124522,4,1.09924216318941,14.4111111111111,3.86251373404406
"18","Oil Slick","Bonaire","Scarus vetula","qup","i",32,24.53125,0.505981111387219,0.54244791671875,0.5416666665,0.0283224584113421,0.862595730486895,0.853004713275727,0.0397967281973141,27.90625,26.5,1.88404237622279,18.5615327380952,16.8333333333333,1.71804565221968,15.6878720238095,12.85,1.97823588509934,1.6875,1,0.235196811888641,0.53125,0,0.179517582704313,0.4375,0,0.173539411717785,0,0,0,1.09375,1,0.212319064336308,6258.73653074214,634.273934920911,142.5,32.0620677822905,11.3387605283267,0.937671944293124,3371.96220564964,329.601374547246,18.9285714285714,1.98134725917777,18.9821884464742,0.656329997743847,125.218292659524,31.4337174646575,1.78571428571429,0.382684554007657,14.0595238095238,0.477231006019701,3246.74391299012,347.045295218963,17.1428571428571,1.8621219375635,19.4358374848765,0.690833375229716,871.3106544,274.304235598073,3.45238095238095,0.423693581429814,20.8714285714286,2.05421464506806,1407.0352662131,183.588926397224,3.92857142857143,0.595238095238095,25.1690476190476,1.60930013943189,309.597093770952,60.2256086950436,3.0952380952381,0.673435029701474,17.5714285714286,0.917998414179117,22.064818040119,12.8747215002338,1.07142857142857,0.51434449987364,9.6,0.678232998312527,1239.05220245595,130.18191839389,10.2380952380952,1.51834337061183,17.1952928024357,0.581970675975432,1971.92465083929,269.237947468964,5.5952380952381,0.786675698476151,25.6137703566275,0.284697514940458,1570.18954922619,346.878796640587,18.5714285714286,5.98364803775741,17.5146740477568,0.806546073812164,216.266427559524,107.116658836716,0.357142857142857,0.168358757425368,33,1.52752523165195,9.8,1.91,46.7,7.64,9.02,2.41,13.75,3.75,25.6,4.1,1.38,0.24,1.68,0.07,124.025,35.328,0,"No","High",1407.0352662131,183.588926397224,3.92857142857143,0.595238095238095,25.1690476190476,1.60930013943189
"19","Oil Slick","Bonaire","Sparisoma viride","stop","i",30,25.6666666666667,0.750989130633395,0.571666666633333,0.5500000005,0.0451911648284878,0.329081090825829,0.318431568431568,0.0257248662151007,10.8166666666667,10.25,0.830622026069361,33.382183908046,23,5.68458906733291,9.59827586206896,7.25,1.25044525002044,1.43333333333333,1,0.207244279947315,0.133333333333333,0,0.0631242768631999,0.0333333333333333,0,0.0333333333333333,0.1,0,0.0557086014531156,1.3,1,0.198558020125911,6258.73653074214,634.273934920911,142.5,32.0620677822905,11.3387605283267,0.937671944293124,3371.96220564964,329.601374547246,18.9285714285714,1.98134725917777,18.9821884464742,0.656329997743847,125.218292659524,31.4337174646575,1.78571428571429,0.382684554007657,14.0595238095238,0.477231006019701,3246.74391299012,347.045295218963,17.1428571428571,1.8621219375635,19.4358374848765,0.690833375229716,871.3106544,274.304235598073,3.45238095238095,0.423693581429814,20.8714285714286,2.05421464506806,1407.0352662131,183.588926397224,3.92857142857143,0.595238095238095,25.1690476190476,1.60930013943189,309.597093770952,60.2256086950436,3.0952380952381,0.673435029701474,17.5714285714286,0.917998414179117,22.064818040119,12.8747215002338,1.07142857142857,0.51434449987364,9.6,0.678232998312527,1239.05220245595,130.18191839389,10.2380952380952,1.51834337061183,17.1952928024357,0.581970675975432,1971.92465083929,269.237947468964,5.5952380952381,0.786675698476151,25.6137703566275,0.284697514940458,1570.18954922619,346.878796640587,18.5714285714286,5.98364803775741,17.5146740477568,0.806546073812164,216.266427559524,107.116658836716,0.357142857142857,0.168358757425368,33,1.52752523165195,9.8,1.91,46.7,7.64,9.02,2.41,13.75,3.75,25.6,4.1,1.38,0.24,1.68,0.07,124.025,35.328,0,"No","High",871.3106544,274.304235598073,3.45238095238095,0.423693581429814,20.8714285714286,2.05421464506806
"20","Oil Slick","Bonaire","Sparisoma viride","stop","t",3,27.6666666666667,2.33333333333333,0.102777777666667,0.15,0.0514451643218171,0.378167641325536,0.555555555555556,0.189204358597235,3.5,5,1.75594229214212,7.66666666666667,7.66666666666667,1.08866210790363,4.33333333333333,4.33333333333333,0.544331053951817,0.666666666666667,1,0.333333333333333,0.666666666666667,1,0.333333333333333,0.666666666666667,1,0.333333333333333,0,0,0,0,0,0,6258.73653074214,634.273934920911,142.5,32.0620677822905,11.3387605283267,0.937671944293124,3371.96220564964,329.601374547246,18.9285714285714,1.98134725917777,18.9821884464742,0.656329997743847,125.218292659524,31.4337174646575,1.78571428571429,0.382684554007657,14.0595238095238,0.477231006019701,3246.74391299012,347.045295218963,17.1428571428571,1.8621219375635,19.4358374848765,0.690833375229716,871.3106544,274.304235598073,3.45238095238095,0.423693581429814,20.8714285714286,2.05421464506806,1407.0352662131,183.588926397224,3.92857142857143,0.595238095238095,25.1690476190476,1.60930013943189,309.597093770952,60.2256086950436,3.0952380952381,0.673435029701474,17.5714285714286,0.917998414179117,22.064818040119,12.8747215002338,1.07142857142857,0.51434449987364,9.6,0.678232998312527,1239.05220245595,130.18191839389,10.2380952380952,1.51834337061183,17.1952928024357,0.581970675975432,1971.92465083929,269.237947468964,5.5952380952381,0.786675698476151,25.6137703566275,0.284697514940458,1570.18954922619,346.878796640587,18.5714285714286,5.98364803775741,17.5146740477568,0.806546073812164,216.266427559524,107.116658836716,0.357142857142857,0.168358757425368,33,1.52752523165195,9.8,1.91,46.7,7.64,9.02,2.41,13.75,3.75,25.6,4.1,1.38,0.24,1.68,0.07,124.025,35.328,0,"No","High",871.3106544,274.304235598073,3.45238095238095,0.423693581429814,20.8714285714286,2.05421464506806
"21","Pallaster East","Barbuda","Scarus vetula","qup","i",5,22.2,1.95959179422654,0.1766666666,0.15,0.088325471499512,0.988732760863908,1.11111111111111,0.337016293617339,9.2,10,2.77758888246623,7.88333333333333,8,1.66058891829241,8.45,7.9,1.67391756069407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4729.97999403867,1086.32035573653,167.833333333333,13.4927964320061,7.65574655838225,0.76146046990375,2868.94683961017,465.523901450883,115.666666666667,8.1453804221916,7.1069219180198,0.680998454159139,1565.53917366933,300.338594564417,20,3.80970981688749,14.3009600203718,0.18125673813267,1303.40766594083,183.064271633744,95.6666666666667,10.5751280528102,5.60432963285104,0.472735173638255,578.3668087935,30.7787093276922,9.33333333333333,1.40435829552939,11.4735431235431,1.14898382746483,57.9860069536667,34.7559155870384,0.833333333333333,0.372677996249965,13.8333333333333,4.53075907302273,550.1822087245,148.394556575957,16,2.8553069498353,8.64433479532164,0.487395141921428,103.5688217185,24.2749001373599,81.8333333333333,10.9208007439422,3.86697459881905,0.254672190898489,755.757315915167,185.028563468645,9.83333333333333,2.24227067451228,15.0328947368421,0.503536661004012,439.269177816667,104.659195706391,2.33333333333333,0.552770798392567,21.6,0.551764845241561,335.727064812,99.806264557235,7.33333333333333,3.42985260454278,13.3705357142857,3.34037872836218,0,0,0,0,NA,NA,0.8,0.374165738677394,5.60740740740741,2.06155613976945,31.8148148148148,4.80527545033946,26.9940158730159,3.59541585562159,11.1037037037037,2.7954352365715,4.03125,0.75065075934152,1.7474,0.126151734034852,858.809616108172,44.7618055555556,1,"No","Low",57.9860069536667,34.7559155870384,0.833333333333333,0.372677996249965,13.8333333333333,4.53075907302273
"22","Pallaster East","Barbuda","Sparisoma aurofrenatum","rbp","i",14,18.2857142857143,0.814892775448897,0.312955182,0.233333333,0.0623295872744658,0.439909911275446,0.397664835164835,0.0649251049001353,6.23949579831933,6.42647058823529,0.859087019061617,11.8991496598639,9.45,3.17008323623343,3.66972789115646,2.83333333333333,0.624011686684992,0.142857142857143,0,0.0970523172123939,0.0714285714285714,0,0.0714285714285714,0.0714285714285714,0,0.0714285714285714,0,0,0,0,0,0,4729.97999403867,1086.32035573653,167.833333333333,13.4927964320061,7.65574655838225,0.76146046990375,2868.94683961017,465.523901450883,115.666666666667,8.1453804221916,7.1069219180198,0.680998454159139,1565.53917366933,300.338594564417,20,3.80970981688749,14.3009600203718,0.18125673813267,1303.40766594083,183.064271633744,95.6666666666667,10.5751280528102,5.60432963285104,0.472735173638255,578.3668087935,30.7787093276922,9.33333333333333,1.40435829552939,11.4735431235431,1.14898382746483,57.9860069536667,34.7559155870384,0.833333333333333,0.372677996249965,13.8333333333333,4.53075907302273,550.1822087245,148.394556575957,16,2.8553069498353,8.64433479532164,0.487395141921428,103.5688217185,24.2749001373599,81.8333333333333,10.9208007439422,3.86697459881905,0.254672190898489,755.757315915167,185.028563468645,9.83333333333333,2.24227067451228,15.0328947368421,0.503536661004012,439.269177816667,104.659195706391,2.33333333333333,0.552770798392567,21.6,0.551764845241561,335.727064812,99.806264557235,7.33333333333333,3.42985260454278,13.3705357142857,3.34037872836218,0,0,0,0,NA,NA,0.8,0.374165738677394,5.60740740740741,2.06155613976945,31.8148148148148,4.80527545033946,26.9940158730159,3.59541585562159,11.1037037037037,2.7954352365715,4.03125,0.75065075934152,1.7474,0.126151734034852,858.809616108172,44.7618055555556,1,"No","Low",550.1822087245,148.394556575957,16,2.8553069498353,8.64433479532164,0.487395141921428
"23","Pallaster East","Barbuda","Sparisoma aurofrenatum","rbp","t",7,24,1.04653623694457,0.22755102,0.183333333,0.0666729572183671,0.534242302099445,0.405405405405405,0.0930157618538147,5.97959183673469,5,1.21725470224381,10.2173469387755,5.2,4.41327774936095,4.01360544217687,3,1.40623944301651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4729.97999403867,1086.32035573653,167.833333333333,13.4927964320061,7.65574655838225,0.76146046990375,2868.94683961017,465.523901450883,115.666666666667,8.1453804221916,7.1069219180198,0.680998454159139,1565.53917366933,300.338594564417,20,3.80970981688749,14.3009600203718,0.18125673813267,1303.40766594083,183.064271633744,95.6666666666667,10.5751280528102,5.60432963285104,0.472735173638255,578.3668087935,30.7787093276922,9.33333333333333,1.40435829552939,11.4735431235431,1.14898382746483,57.9860069536667,34.7559155870384,0.833333333333333,0.372677996249965,13.8333333333333,4.53075907302273,550.1822087245,148.394556575957,16,2.8553069498353,8.64433479532164,0.487395141921428,103.5688217185,24.2749001373599,81.8333333333333,10.9208007439422,3.86697459881905,0.254672190898489,755.757315915167,185.028563468645,9.83333333333333,2.24227067451228,15.0328947368421,0.503536661004012,439.269177816667,104.659195706391,2.33333333333333,0.552770798392567,21.6,0.551764845241561,335.727064812,99.806264557235,7.33333333333333,3.42985260454278,13.3705357142857,3.34037872836218,0,0,0,0,NA,NA,0.8,0.374165738677394,5.60740740740741,2.06155613976945,31.8148148148148,4.80527545033946,26.9940158730159,3.59541585562159,11.1037037037037,2.7954352365715,4.03125,0.75065075934152,1.7474,0.126151734034852,858.809616108172,44.7618055555556,1,"No","Low",550.1822087245,148.394556575957,16,2.8553069498353,8.64433479532164,0.487395141921428
"24","Pallaster East","Barbuda","Sparisoma viride","stop","i",17,21.1764705882353,0.978576750565537,0.432516339823529,0.416666667,0.0603439691109123,0.419572792238789,0.421052631578947,0.0355663233633735,9.41176470588235,9,1.08823529411765,19.4558823529412,13,3.67751263010201,6.56792717086835,5.25,0.967520879307549,0.117647058823529,0,0.0805474349272303,0.0588235294117647,0,0.0588235294117647,0,0,0,0.0588235294117647,0,0.0588235294117647,0.0588235294117647,0,0.0588235294117647,4729.97999403867,1086.32035573653,167.833333333333,13.4927964320061,7.65574655838225,0.76146046990375,2868.94683961017,465.523901450883,115.666666666667,8.1453804221916,7.1069219180198,0.680998454159139,1565.53917366933,300.338594564417,20,3.80970981688749,14.3009600203718,0.18125673813267,1303.40766594083,183.064271633744,95.6666666666667,10.5751280528102,5.60432963285104,0.472735173638255,578.3668087935,30.7787093276922,9.33333333333333,1.40435829552939,11.4735431235431,1.14898382746483,57.9860069536667,34.7559155870384,0.833333333333333,0.372677996249965,13.8333333333333,4.53075907302273,550.1822087245,148.394556575957,16,2.8553069498353,8.64433479532164,0.487395141921428,103.5688217185,24.2749001373599,81.8333333333333,10.9208007439422,3.86697459881905,0.254672190898489,755.757315915167,185.028563468645,9.83333333333333,2.24227067451228,15.0328947368421,0.503536661004012,439.269177816667,104.659195706391,2.33333333333333,0.552770798392567,21.6,0.551764845241561,335.727064812,99.806264557235,7.33333333333333,3.42985260454278,13.3705357142857,3.34037872836218,0,0,0,0,NA,NA,0.8,0.374165738677394,5.60740740740741,2.06155613976945,31.8148148148148,4.80527545033946,26.9940158730159,3.59541585562159,11.1037037037037,2.7954352365715,4.03125,0.75065075934152,1.7474,0.126151734034852,858.809616108172,44.7618055555556,1,"No","Low",578.3668087935,30.7787093276922,9.33333333333333,1.40435829552939,11.4735431235431,1.14898382746483
