Date,Time,Island,Site,Surveyor,Transect,Depth.ft,Species Code,Common Name,Species,Family,Functional Group,Length,Number,Phase,a,b,Biomass
8/6/17,13:47,Antigua,Windward,MWW,5,18,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,20,,0.00891,3.01,0.243227503
8/8/17,9:51,Antigua,Rendezvous,MWW,2,14,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,1,,0.00891,3.01,0.243227503
8/8/17,9:51,Antigua,Rendezvous,MWW,3,15,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,50,,0.00891,3.01,0.243227503
8/8/17,9:51,Antigua,Rendezvous,MWW,4,15,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,10,,0.00891,3.01,0.243227503
8/8/17,12:36,Antigua,Turtle Bay,MWW,1,25,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,10,,0.00891,3.01,0.243227503
8/8/17,12:36,Antigua,Turtle Bay,MWW,1,25,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,20,,0.00891,3.01,0.243227503
8/8/17,12:36,Antigua,Turtle Bay,MWW,2,22,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,20,,0.00891,3.01,0.243227503
8/8/17,12:36,Antigua,Turtle Bay,MWW,2,22,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,15,,0.00891,3.01,0.243227503
8/8/17,12:36,Antigua,Turtle Bay,MWW,3,16,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,30,,0.00891,3.01,0.243227503
8/8/17,12:36,Antigua,Turtle Bay,MWW,4,20,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,15,,0.00891,3.01,0.243227503
8/8/17,12:36,Antigua,Turtle Bay,MWW,4,20,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,30,,0.00891,3.01,0.243227503
8/8/17,12:36,Antigua,Turtle Bay,MWW,5,23,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,20,,0.00891,3.01,0.243227503
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,1,,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,5,,0.00891,3.01,0.243227503
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,2,21,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,15,,0.00891,3.01,0.243227503
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,3,25,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,60,,0.00891,3.01,0.243227503
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,4,26,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,30,,0.00891,3.01,0.243227503
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,4,26,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,20,,0.00891,3.01,0.243227503
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,5,30,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,20,,0.00891,3.01,0.243227503
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,5,30,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,15,,0.00891,3.01,0.243227503
8/12/17,15:22,Barbuda,Pallaster West,MWW,1,25,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,1,,0.00891,3.01,0.243227503
8/12/17,12:00,Barbuda,Pallaster East,MWW,2,25,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,5,,0.00891,3.01,0.243227503
8/12/17,12:00,Barbuda,Pallaster East,MWW,4,24,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,1,,0.00891,3.01,0.243227503
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,2,20,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,4,,0.00891,3.01,0.243227503
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,3,24,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,4,,0.00891,3.01,0.243227503
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,4,17,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,4,,0.00891,3.01,0.243227503
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,5,19,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,10,,0.00891,3.01,0.243227503
8/24/17,12:10,Antigua,Snapper Point,MWW,1,20,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,30,,0.00891,3.01,0.243227503
8/24/17,12:10,Antigua,Snapper Point,MWW,2,15,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,20,,0.00891,3.01,0.243227503
8/24/17,12:10,Antigua,Snapper Point,MWW,3,15,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,10,,0.00891,3.01,0.243227503
8/24/17,12:10,Antigua,Snapper Point,MWW,4,16,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,40,,0.00891,3.01,0.243227503
8/24/17,12:10,Antigua,Snapper Point,MWW,5,20,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,3,10,,0.00891,3.01,0.243227503
8/6/17,13:47,Antigua,Windward,MWW,5,18,sld,Slippery Dick,Halichoeres bivittatus,Labridae,Carnivores,3,5,,0.00933,3.06,0.269074588
8/8/17,9:51,Antigua,Rendezvous,MWW,4,15,sld,Slippery Dick,Halichoeres bivittatus,Labridae,Carnivores,3,4,,0.00933,3.06,0.269074588
8/8/17,12:36,Antigua,Turtle Bay,MWW,3,16,sld,Slippery Dick,Halichoeres bivittatus,Labridae,Carnivores,3,4,,0.00933,3.06,0.269074588
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,2,21,sld,Slippery Dick,Halichoeres bivittatus,Labridae,Carnivores,3,1,,0.00933,3.06,0.269074588
8/12/17,12:00,Barbuda,Pallaster East,MWW,4,24,crw,Creole Wrasse,Clepticus parrae,Labridae,Planktivore,3,15,,0.00955,3.05,0.272410096
8/8/17,9:51,Antigua,Rendezvous,MWW,4,15,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,15,,0.01,3.13,0.311450855
8/8/17,12:36,Antigua,Turtle Bay,MWW,2,22,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,10,,0.01,3.13,0.311450855
8/8/17,12:36,Antigua,Turtle Bay,MWW,3,16,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,8,,0.01,3.13,0.311450855
8/8/17,12:36,Antigua,Turtle Bay,MWW,5,23,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,5,,0.01,3.13,0.311450855
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,3,25,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,2,,0.01,3.13,0.311450855
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,3,25,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,4,,0.01,3.13,0.311450855
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,5,30,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,15,,0.01,3.13,0.311450855
8/12/17,15:22,Barbuda,Pallaster West,MWW,1,25,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,3,,0.01,3.13,0.311450855
8/12/17,15:22,Barbuda,Pallaster West,MWW,1,25,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,1,,0.01,3.13,0.311450855
8/12/17,15:22,Barbuda,Pallaster West,MWW,2,25,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,5,,0.01,3.13,0.311450855
8/12/17,15:22,Barbuda,Pallaster West,MWW,3,25,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,4,,0.01,3.13,0.311450855
8/12/17,12:00,Barbuda,Pallaster East,MWW,1,28,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,5,,0.01,3.13,0.311450855
8/12/17,12:00,Barbuda,Pallaster East,MWW,2,25,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,2,,0.01,3.13,0.311450855
8/12/17,12:00,Barbuda,Pallaster East,MWW,3,21,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,4,,0.01,3.13,0.311450855
8/12/17,12:00,Barbuda,Pallaster East,MWW,3,21,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,1,,0.01,3.13,0.311450855
8/12/17,12:00,Barbuda,Pallaster East,MWW,4,24,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,14,,0.01,3.13,0.311450855
8/12/17,12:00,Barbuda,Pallaster East,MWW,5,19,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,2,,0.01,3.13,0.311450855
8/12/17,12:00,Barbuda,Pallaster East,MWW,5,19,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,1,,0.01,3.13,0.311450855
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,1,24,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,3,1,,0.01,3.13,0.311450855
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,3,25,clw,Clown Wrasse,Halichoeres maculipinna ,Labridae,Carnivores,3,2,,0.01047,3.2,0.352155679
8/6/17,11:00,Antigua,Pillars,MWW,3,,blc,Blue Chromis,Chromis cyanea,Pomacentridae,Planktivore,3,3,,0.01479,2.98,0.390651515
8/6/17,11:00,Antigua,Pillars,MWW,5,,blc,Blue Chromis,Chromis cyanea,Pomacentridae,Planktivore,3,15,,0.01479,2.98,0.390651515
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,1,,brc,Brown Chromis,Chromis multilineata,Pomacentridae,Planktivore,3,5,,0.01479,2.98,0.390651515
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,1,,brc,Brown Chromis,Chromis multilineata,Pomacentridae,Planktivore,3,6,,0.01479,2.98,0.390651515
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,2,21,brc,Brown Chromis,Chromis multilineata,Pomacentridae,Planktivore,3,10,,0.01479,2.98,0.390651515
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,3,25,blc,Blue Chromis,Chromis cyanea,Pomacentridae,Planktivore,3,20,,0.01479,2.98,0.390651515
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,4,26,brc,Brown Chromis,Chromis multilineata,Pomacentridae,Planktivore,3,15,,0.01479,2.98,0.390651515
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,5,30,brc,Brown Chromis,Chromis multilineata,Pomacentridae,Planktivore,3,20,,0.01479,2.98,0.390651515
8/6/17,11:00,Antigua,Pillars,MWW,4,,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,3,1,,0.01479,3.01,0.403741275
8/6/17,11:00,Antigua,Pillars,MWW,5,,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,3,3,,0.01479,3.01,0.403741275
8/8/17,9:51,Antigua,Rendezvous,MWW,1,15,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,3,30,,0.01479,3.01,0.403741275
8/8/17,9:51,Antigua,Rendezvous,MWW,3,15,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,3,15,,0.01479,3.01,0.403741275
8/8/17,9:51,Antigua,Rendezvous,MWW,4,15,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,3,10,,0.01479,3.01,0.403741275
8/8/17,9:51,Antigua,Rendezvous,MWW,4,15,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,3,10,,0.01479,3.01,0.403741275
8/8/17,9:51,Antigua,Rendezvous,MWW,5,15,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,3,10,,0.01479,3.01,0.403741275
8/8/17,12:36,Antigua,Turtle Bay,MWW,1,25,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,3,10,,0.01479,3.01,0.403741275
8/8/17,12:36,Antigua,Turtle Bay,MWW,1,25,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,3,10,,0.01479,3.01,0.403741275
8/8/17,12:36,Antigua,Turtle Bay,MWW,2,22,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,3,15,,0.01479,3.01,0.403741275
8/8/17,12:36,Antigua,Turtle Bay,MWW,2,22,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,3,20,,0.01479,3.01,0.403741275
8/8/17,12:36,Antigua,Turtle Bay,MWW,3,16,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,3,10,,0.01479,3.01,0.403741275
8/8/17,12:36,Antigua,Turtle Bay,MWW,4,20,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,3,15,,0.01479,3.01,0.403741275
